date,station,observed_hours,temp_mean,temp_max,temp_min,precipitation,humidity,rain
2021-01-27,192,23,,,,,,
2021-01-28,192,24,1.5,10.3,-2.8,,62.666666666666664,
2021-01-29,192,24,-1.9625000000000001,2.8,-5.7,,37.416666666666664,
2021-01-30,192,24,-0.4791666666666667,9.1,-8.8,,66.66666666666667,
2021-01-31,192,24,2.458333333333333,11.7,-5.8,,74.79166666666667,
2021-02-01,192,24,7.383333333333333,10.3,4.3,,87.79166666666667,1.0
2021-02-02,192,24,1.4833333333333334,6.5,-4.6,,34.875,
2021-02-03,192,24,-2.0875,4.8,-8.4,,56.583333333333336,
2021-02-04,192,24,2.6166666666666667,9.6,-3.5,,48.458333333333336,
2021-02-05,192,24,0.9333333333333335,7.8,-6.6,,52.375,
2021-02-06,192,24,3.9958333333333336,14.8,-5.1,,67.70833333333333,
2021-02-07,192,24,6.116666666666667,14.6,-1.8,,66.91666666666667,
2021-02-08,192,24,2.8375,6.2,-1.5,,28.708333333333332,
2021-02-09,192,24,-0.10833333333333346,8.9,-7.5,,44.291666666666664,
2021-02-10,192,24,1.6749999999999998,12.6,-6.8,,57.208333333333336,
2021-02-11,192,24,3.6,11.3,-3.3,,67.25,
2021-02-12,192,24,5.7375,15.6,-0.6,,64.95833333333333,
2021-02-13,192,24,7.066666666666667,19.3,-2.5,,57.75,
2021-02-14,192,24,8.2125,15.0,1.7,,75.08333333333333,1.0
2021-02-15,192,24,6.9375,12.1,-1.1,,69.83333333333333,1.0
2021-02-16,192,24,0.5833333333333334,7.3,-5.7,,57.958333333333336,
2021-02-17,192,24,-2.725,0.0,-4.6,,39.291666666666664,
2021-02-18,192,24,-2.608333333333333,2.4,-7.1,,45.916666666666664,
2021-02-19,192,24,1.9458333333333335,12.3,-8.8,,57.25,
2021-02-20,192,24,11.9625,19.7,6.0,,61.25,
2021-02-21,192,24,13.816666666666668,23.0,3.6,,57.541666666666664,
2021-02-22,192,24,14.916666666666666,21.5,9.0,,58.958333333333336,
2021-02-23,192,24,7.433333333333333,14.0,1.5,,27.916666666666668,
2021-02-24,192,24,3.6375000000000006,11.0,-2.2,,39.875,
2021-02-25,192,24,3.8000000000000003,8.0,-0.9,,74.91666666666667,1.0
2021-02-26,192,24,8.533333333333333,13.6,5.0,,70.33333333333333,1.0
2021-02-27,192,24,7.625,12.3,4.5,,57.875,
2021-02-28,192,24,7.083333333333333,11.3,3.1,,74.875,1.0
2021-03-01,192,24,10.987499999999999,15.8,7.3,,96.125,1.0
2021-03-02,192,24,6.05,11.0,-0.1,,75.83333333333333,1.0
2021-03-03,192,24,3.5375,10.8,-3.3,,71.83333333333333,
2021-03-04,192,24,4.929166666666666,8.4,0.9,,88.45833333333333,1.0
2021-03-05,192,24,10.4875,19.6,2.5,,77.79166666666667,1.0
2021-03-06,192,24,7.791666666666667,15.1,2.4,,76.45833333333333,
2021-03-07,192,24,6.6875,11.6,3.5,,69.08333333333333,
2021-03-08,192,24,6.683333333333334,15.3,-1.0,,73.25,
2021-03-09,192,24,9.541666666666666,15.0,5.6,,68.875,
2021-03-10,192,24,8.6,17.8,0.6,,64.41666666666667,
2021-03-11,192,24,8.779166666666667,17.2,1.0,,69.5,
2021-03-12,192,24,9.116666666666667,10.3,8.5,,91.5,1.0
2021-03-13,192,24,8.9625,16.7,2.1,,73.45833333333333,
2021-03-14,192,24,9.112499999999999,17.0,2.9,,74.41666666666667,
2021-03-15,192,24,9.895833333333334,17.0,1.5,,76.45833333333333,
2021-03-16,192,24,14.545833333333334,21.7,6.5,,65.54166666666667,1.0
2021-03-17,192,24,9.125,18.8,0.7,,59.333333333333336,
2021-03-18,192,24,10.387500000000001,18.8,3.0,,73.0,
2021-03-19,192,24,12.275,19.1,7.2,,63.833333333333336,
2021-03-20,192,24,9.912500000000001,11.7,7.8,,89.45833333333333,1.0
2021-03-21,192,24,9.466666666666667,12.6,5.2,,59.291666666666664,
2021-03-22,192,24,7.4375,12.4,2.3,,40.333333333333336,
2021-03-23,192,24,8.195833333333333,18.5,-2.2,,58.083333333333336,
2021-03-24,192,24,10.1875,16.7,1.0,,63.416666666666664,
2021-03-25,192,24,12.108333333333334,21.6,3.0,,64.91666666666667,
2021-03-26,192,24,12.262499999999998,23.0,3.1,,59.708333333333336,
2021-03-27,192,24,10.674999999999999,16.1,4.0,,89.58333333333333,1.0
2021-03-28,192,24,15.9,20.2,10.5,,71.875,1.0
2021-03-29,192,24,13.958333333333334,20.1,8.1,,60.166666666666664,
2021-03-30,192,24,12.508333333333333,21.8,5.9,,52.333333333333336,
2021-03-31,192,24,12.029166666666667,21.3,2.9,,64.54166666666667,
2021-04-01,192,24,13.720833333333331,21.0,5.4,,55.416666666666664,
2021-04-02,192,24,16.70416666666667,22.3,12.6,,56.458333333333336,
2021-04-03,192,24,,,,,89.125,1.0
2021-04-04,192,24,,,,,91.91666666666667,1.0
2021-04-05,192,24,10.829166666666667,17.5,5.2,,59.625,
2021-04-06,192,24,10.779166666666667,20.7,1.6,,61.625,
2021-04-07,192,24,13.0375,21.8,3.6,,59.083333333333336,
2021-04-08,192,24,13.0875,21.7,5.8,,62.875,
2021-04-09,192,1,,,,,,
